price	bedrooms	bathrooms	sqft_living	sqft_lot	floors	waterfront	view	condition	grade	sqft_above	sqft_basement	yr_built	yr_renovated	zipcode	lat	long	sqft_living15	sqft_lot15
419950	3	2.5	3120	6000	2	0	0	3	9	3120	0	2007	0	98038	47.3473	-122.03	2670	6000
340000	4	2.5	2320	4142	2	0	0	3	7	2320	0	2010	0	98038	47.3662	-122.019	2150	4140
359950	4	3.5	2690	5564	2	0	0	3	7	2690	0	2007	0	98038	47.3537	-122.018	2210	4046
220000	2	1.5	1030	2850	2	0	0	3	7	1030	0	1995	0	98038	47.3845	-122.039	1030	3000
328000	4	2.5	1850	5388	2	0	0	3	8	1850	0	2009	0	98038	47.3494	-122.041	2140	5086
408000	3	2.75	2670	4800	2	0	0	3	8	2670	0	2014	0	98038	47.3483	-122.042	2340	5000
387865	3	2.5	2370	4200	2	0	0	3	8	2370	0	2014	0	98038	47.3696	-122.018	2370	4200
326989	3	2.5	2060	4200	2	0	0	3	8	2060	0	2014	0	98038	47.3706	-122.017	2370	4200
419354	5	2.75	2710	4500	2	0	0	3	8	2710	0	2014	0	98038	47.3547	-122.062	2710	4626
435000	4	2.5	3100	4699	2	0	0	3	9	3100	0	2010	0	98038	47.3785	-122.023	2450	5130
472000	3	2.5	1860	415126	2	0	0	3	7	1860	0	2006	0	98038	47.3974	-122.005	2070	54014
450000	5	2.75	2710	6220	2	0	0	3	8	2710	0	2014	0	98038	47.3555	-122.061	2530	4759
572115	4	3.25	3230	4838	2	0	0	3	9	3230	0	2014	0	98038	47.3559	-122.023	2980	5094
355000	4	2.75	3000	5470	2	0	0	3	8	3000	0	2005	0	98038	47.3613	-122.038	2420	4891
417838	4	2.5	2530	5048	2	0	0	3	8	2530	0	2014	0	98038	47.3559	-122.063	2530	4359
379000	4	2.5	2260	5824	2	0	0	3	8	2260	0	2011	0	98038	47.3496	-122.042	2240	5561
383000	4	2.5	2050	4953	2	0	0	3	9	2050	0	2014	0	98038	47.3448	-122.024	2340	6175
430760	5	2.75	2710	4685	2	0	0	3	8	2710	0	2014	0	98038	47.3555	-122.062	2710	4449
349990	4	2.5	2220	3561	2	0	0	3	8	2220	0	2014	0	98038	47.3561	-122.063	2530	4449
380000	4	2.5	2420	4981	2	0	0	3	9	2420	0	2009	0	98038	47.3785	-122.023	2420	5000
345000	4	2.5	2020	3600	2	0	0	3	7	2020	0	2012	0	98038	47.3535	-122.017	2210	3800
382495	3	2.5	1760	5390	1	0	0	3	8	1760	0	2014	0	98038	47.3482	-122.042	2310	5117
324747	3	2.5	2060	4742	2	0	0	3	8	2060	0	2014	0	98038	47.3706	-122.017	2370	4725
310000	3	2.5	1760	10137	2	0	0	3	8	1760	0	2010	0	98038	47.355	-122.059	2000	6935
362865	4	2.5	2245	4301	2	0	0	3	8	2245	0	2014	0	98038	47.3555	-122.063	2530	4478
349950	3	2	1640	4714	1	0	0	3	8	1640	0	2009	0	98038	47.3539	-122.021	1770	4802
342000	3	2.5	1960	3540	2	0	0	3	8	1960	0	2012	0	98038	47.3568	-122.055	1840	3825
367899	3	2.5	2420	4725	2	0	0	3	8	2420	0	2014	0	98038	47.371	-122.018	2370	4200
342000	3	2	1640	4802	1	0	0	3	8	1640	0	2010	0	98038	47.3538	-122.021	1940	4802
274000	3	1.5	1450	4694	2	0	0	3	7	1450	0	2011	0	98038	47.3654	-122.021	1870	4198
339989	3	2.5	2060	4200	2	0	0	3	8	2060	0	2014	0	98038	47.3706	-122.018	2370	4200
416000	4	2.5	2890	6322	2	0	0	3	8	2890	0	2011	0	98038	47.3494	-122.044	2380	5738
399000	4	2.5	2480	4334	2	0	0	3	8	2480	0	2012	0	98038	47.3826	-122.036	2480	5632
250000	3	2	1590	8100	1	0	0	3	7	1060	530	1996	0	98038	47.3611	-122.047	1590	8100
430000	3	2.5	2075	39553	1	0	0	3	7	2075	0	2012	0	98038	47.3601	-122.032	1960	9047
344000	4	2.5	2400	4848	2	0	0	3	8	2400	0	2004	0	98038	47.3626	-122.04	1980	5199
320000	4	2.5	1970	4558	2	0	0	3	8	1970	0	2005	0	98038	47.3627	-122.04	1980	5123
384950	4	2.5	2380	4913	2	0	0	3	8	2380	0	2006	0	98038	47.3607	-122.038	2580	5311
398096	3	2.5	2370	5321	2	0	0	3	8	2370	0	2014	0	98038	47.37	-122.019	2370	4357
275000	3	2.25	1450	4040	2	0	0	3	7	1450	0	2010	0	98038	47.3665	-122.022	1610	4040
513000	3	2.5	2150	161607	2	0	0	3	7	1330	820	1995	0	98038	47.4178	-121.937	2400	207781
380000	4	2.5	2110	5306	2	0	0	3	8	2110	0	2012	0	98038	47.356	-122.057	2250	5306
358000	5	2.5	2460	5604	2	0	0	3	8	2460	0	2011	0	98038	47.3658	-122.037	2210	6395
419900	5	3.5	2880	5000	2	0	0	3	8	2260	620	2012	0	98038	47.3455	-122.023	2590	4800
383000	4	2.5	2160	6223	2	0	0	3	8	2160	0	2010	0	98038	47.3494	-122.042	2160	5555
351999	3	2.5	2370	4200	2	0	0	3	8	2370	0	2014	0	98038	47.3706	-122.017	2370	4200
312000	3	2.5	1780	4077	2	0	0	3	8	1780	0	2011	0	98038	47.3568	-122.056	1970	4077
369946	3	2.5	2420	4725	2	0	0	3	8	2420	0	2014	0	98038	47.371	-122.018	2370	4200
274500	3	2.25	1450	4050	2	0	0	3	7	1450	0	2010	0	98038	47.367	-122.019	1660	3800
375000	4	2.5	2250	5306	2	0	0	3	8	2250	0	2012	0	98038	47.356	-122.057	2250	5306
405000	5	2.75	2400	4900	2	0	0	3	8	2400	0	2011	0	98038	47.355	-122.057	2110	5696
379950	4	2.5	2580	4818	2	0	0	3	8	2580	0	2005	0	98038	47.3607	-122.038	2570	5386
193000	2	1.75	910	2550	1	0	0	3	6	910	0	2004	0	98038	47.3494	-122.022	1310	2550
388598	3	2.5	2370	4200	2	0	0	3	8	2370	0	2014	0	98038	47.3699	-122.019	2370	4370
284000	3	2.5	1660	4083	2	0	0	3	7	1660	0	2013	0	98038	47.3595	-122.045	1800	4087
294900	3	2.5	1860	5025	2	0	0	3	8	1860	0	2010	0	98038	47.3557	-122.059	2000	5550
395000	4	3	2750	7965	2	0	0	3	9	2750	0	2012	0	98038	47.3479	-122.028	2750	6000
518380	4	2.5	2810	4500	2	0	0	3	9	2810	0	2014	0	98038	47.3552	-122.023	2980	5046
288000	4	2.25	1610	3560	2	0	0	3	7	1610	0	2010	0	98038	47.3669	-122.02	1760	3692
389517	4	2.5	2640	4725	2	0	0	3	8	2640	0	2014	0	98038	47.371	-122.017	2370	4725
374950	4	2.5	2090	3777	2	0	0	3	8	2090	0	2012	0	98038	47.3595	-122.042	2160	3993
295000	3	2.5	1660	4898	2	0	0	3	7	1660	0	2011	0	98038	47.3588	-122.044	1810	4462
431000	4	2.5	3040	6000	2	0	0	3	9	3040	0	2007	0	98038	47.3473	-122.03	2640	6000
307635	3	2.5	1820	4200	2	0	0	3	8	1820	0	2014	0	98038	47.3693	-122.017	2370	4200
398500	4	2.5	2820	6666	2	0	0	3	9	2820	0	2007	0	98038	47.3473	-122.031	1880	7200
298000	3	2.5	1950	3600	2	0	0	3	7	1950	0	2010	0	98038	47.3658	-122.021	1870	4184
405000	5	2.5	3370	5092	2	0	0	3	7	3370	0	2006	0	98038	47.3594	-122.036	2910	5092
312000	3	2.5	1750	4076	2	0	0	3	7	1750	0	2013	0	98038	47.3597	-122.045	1810	4090
305000	4	2.5	2280	3800	2	0	0	3	7	2280	0	2006	0	98038	47.3586	-122.036	2630	4045
559630	4	2.5	3370	4934	2	0	0	3	9	3370	0	2014	0	98038	47.3562	-122.022	2980	5046
345000	4	2.5	2280	5000	2	0	0	3	7	2280	0	2006	0	98038	47.3593	-122.037	2910	5000
389990	4	2.5	2245	4330	2	0	0	3	8	2245	0	2014	0	98038	47.3557	-122.063	2530	4478
531155	4	2.75	2810	5046	2	0	0	3	9	2810	0	2014	0	98038	47.3559	-122.022	3060	4934
337000	4	2.5	2470	5100	2	0	0	3	8	2470	0	2005	0	98038	47.3622	-122.041	2240	5123
347500	3	2.5	2540	4760	2	0	0	3	8	2540	0	2010	0	98038	47.3452	-122.022	2540	4571
