"Hotel_Address" "Hotel_Name" "lat" "lng" "Average_Score" "Total_Number_of_Reviews" "Negative_Word_Counts" "Positive_Word_Counts" "Number_of_Reviews_by_Reviewer" "Proportion_Postive" "Proportion_Negative"
"660" "64 76 Hendon Way London NW2 2NL United Kingdom" "Best Western Palm Hotel" 51.5634756 -0.2042758 7.9 2037 23.2033719704953 15.6375131717597 7.24341412012645 0.899894625922023 0.813487881981033
"661" "64 Avenue Marceau 8th arr 75008 Paris France" "InterContinental Paris Avenue Marceau" 48.8706373 2.2982095 7.9 183 14.6666666666667 12.8888888888889 7.95555555555556 0.911111111111111 0.711111111111111
"662" "64 Boulevard de Grenelle 15th arr 75015 Paris France" "Mercure Tour Eiffel Grenelle" 48.850448 2.2928845 8.3 153 19.2307692307692 20.7179487179487 4.76923076923077 0.897435897435897 0.769230769230769
"663" "64 Rue Crozatier 12th arr 75012 Paris France" "Mercure Paris Bastille Saint Antoine" 48.849574 2.3798518 7.9 168 19.3636363636364 13.5454545454545 24.5 0.954545454545455 0.772727272727273
"664" "64 Rue de l Arbre Sec 1st arr 75001 Paris France" "Boutique H tel Konfidentiel" 48.8612535 2.3426256 8.9 86 18.2105263157895 18.2105263157895 9.73684210526316 1 0.684210526315789
"665" "65 73 Shaftesbury Avenue Westminster Borough London W1D 6EX United Kingdom" "The Piccadilly London West End" 51.5121957 -0.1318384 9 2298 11.6906666666667 20.5351111111111 8.27911111111111 0.952888888888889 0.677333333333333
"666" "65 rue Blanche 9th arr 75009 Paris France" "R Kipling by Happyculture" 48.8820838 2.3315849 8.3 389 19.047619047619 20.452380952381 6.20238095238095 0.964285714285714 0.75
"667" "65 rue des Saints P res 6th arr 75006 Paris France" "Hotel Des Saints Peres Esprit de France" 48.8534026 2.3299043 8.8 560 13.5619047619048 17.2761904761905 6.27619047619048 0.952380952380952 0.638095238095238
"668" "66 Boulevard Barb s 18th arr 75018 Paris France" "Best Western Hotel Montmartre Sacr Coeur" 48.888539 2.3498459 7.2 1201 25.312030075188 18.2218045112782 5.50375939849624 0.887218045112782 0.845864661654135
"669" "66 Great Queen Street Covent Garden Camden London WC2B 5BX United Kingdom" "Kingsway Hall Hotel" 51.5158643 -0.1200625 8.5 1363 17.9209370424597 14.696925329429 5.54319180087848 0.937042459736457 0.742313323572474
"670" "66 Knightsbridge Westminster Borough London SW1X 7LA United Kingdom" "Mandarin Oriental Hyde Park London" 51.5022081 -0.1599428 8.5 217 18.3294117647059 13.6823529411765 6.71764705882353 0.952941176470588 0.8
"671" "67 rue Blanche 9th arr 75009 Paris France" "H tel Jos phine by Happyculture" 48.8823141 2.3316688 8.1 395 19.4736842105263 22.8947368421053 7.98684210526316 0.921052631578947 0.723684210526316
"672" "68 86 Cromwell Road Kensington Kensington and Chelsea London SW7 5BT United Kingdom" "Radisson Blu Edwardian Vanderbilt" 51.4953691 -0.1818966 8.2 2665 20.5485362095532 16.7265023112481 5.64098613251156 0.933744221879815 0.799691833590139
"673" "68 Boulevard De Clichy 18th arr 75018 Paris France" "Hotel Le Chat Noir" 48.8836255 2.3340538 8.2 705 18.4883720930233 20.4108527131783 8.65891472868217 0.945736434108527 0.674418604651163
"674" "68 Regent Street West End Mayfair Westminster Borough London W1B 4DY United Kingdom" "Hotel Cafe Royal" 51.5100916 -0.1359431 9.3 1128 14.3296703296703 16.8873626373626 8.06043956043956 0.923076923076923 0.711538461538462
"675" "69 Boulevard Victor 15th arr 75015 Paris France" "Mercure Vaugirard Paris Porte De Versailles" 48.8330649 2.2879617 8.5 843 18.7641509433962 18.2924528301887 6.93396226415094 0.962264150943396 0.773584905660377
"676" "69 Vincent Square Westminster Borough London SW1P 2PA United Kingdom" "Grange Rochester Hotel" 51.4942654 -0.1366026 8.2 1046 20.2142857142857 15.1813186813187 5.76923076923077 0.912087912087912 0.78021978021978
"677" "7 11 Queensberry Place Kensington and Chelsea London SW7 2DL United Kingdom" "Gainsborough Hotel" 51.4948416 -0.1772056 6.9 1884 31.5216852540273 13.7744733581165 5.33333333333333 0.877323420074349 0.890954151177199
"678" "7 11 Rue Saint Benoit 6th arr 75006 Paris France" "H tel Bel Ami" 48.8550298 2.3332104 8.6 525 17.5809523809524 16.0857142857143 8.6 0.923809523809524 0.761904761904762
"679" "7 8 Park Place Westminster Borough London SW1A 1LP United Kingdom" "St James Hotel Club Mayfair" 51.5061587 -0.1402803 8.7 363 21.8148148148148 15.2444444444444 9.87407407407407 0.933333333333333 0.792592592592593
"680" "7 9 Copthall Avenue City of London London EC2R 7NJ United Kingdom" "Apex London Wall Hotel" 51.5160484 -0.0880181 9.1 949 12.512585812357 21.8787185354691 6.28146453089245 0.97254004576659 0.645308924485126
"681" "7 9 High Street Kensington Kensington and Chelsea London W8 5NP United Kingdom" "Seraphine Kensington Gardens Hotel" 51.5021027 -0.187901 7.4 597 25.4354838709677 15 6.6741935483871 0.929032258064516 0.893548387096774
"682" "7 9 rue du Conservatoire 9th arr 75009 Paris France" "Hotel de Nell" 48.8732788 2.3466576 9 280 12.9135802469136 20.9012345679012 8.97530864197531 0.987654320987654 0.740740740740741
"683" "7 9 Rue Pierre Chausson 10th arr 75010 Paris France" "9Hotel Republique" 48.8708419 2.3605864 8.8 857 16.9508196721311 19.3387978142077 8.63387978142076 0.945355191256831 0.693989071038251
"684" "7 Boulevard Bourdon 4th arr 75004 Paris France" "Goralska R sidences H tel Paris Bastille" 48.8482842 2.3657251 9.4 107 16.1666666666667 39 9.875 0.958333333333333 0.666666666666667
"685" "7 Gracechurch Street City of London London EC3V 0DR United Kingdom" "Club Quarters Hotel Gracechurch" 51.5127964 -0.0847973 8.2 2996 16.1187669990934 17.4641885766092 8.13689936536718 0.942883046237534 0.724388032638259
"686" "7 Montague Street Bloomsbury Camden London WC1B 5BP United Kingdom" "Grange Blooms Hotel" 51.5196913 -0.1254243 8.3 393 22.5491329479769 19.2485549132948 6.69364161849711 0.959537572254335 0.757225433526012
"687" "7 Pepys Street City of London London EC3N 4AF United Kingdom" "DoubleTree by Hilton Hotel London Tower of London" 51.5108412 -0.0780581 8.7 7491 17.8418430884184 15.5856164383562 4.36706102117061 0.932129514321295 0.745641344956413
"688" "7 rue Casimir Delavigne 6th arr 75006 Paris France" "H tel Baume" 48.8501522 2.3392782 9 253 14.1931818181818 23.5681818181818 7.79545454545455 0.943181818181818 0.670454545454545
"689" "7 rue Cl ment Marot 8th arr 75008 Paris France" "Hotel West End" 48.8671391 2.3038447 8.8 452 12.953488372093 24.2945736434109 9.17829457364341 0.961240310077519 0.65891472868217
"690" "7 rue d Argenson 8th arr 75008 Paris France" "Arioso" 48.8746066 2.3167195 8.4 218 17.1315789473684 18.3684210526316 11.2105263157895 0.921052631578947 0.868421052631579
"691" "7 rue de Berri 8th arr 75008 Paris France" "H tel Lancaster Paris Champs Elys es" 48.8723438 2.3033378 8.8 254 14.5 18.7125 9.2125 1 0.7625
"692" "7 Rue De L h tel Colbert 5th arr 75005 Paris France" "Melia Paris Notre Dame" 48.8515198 2.3486511 8.7 214 22.2222222222222 20.9814814814815 6.87037037037037 0.962962962962963 0.777777777777778
"693" "7 Rue des Petits H tels 10th arr 75010 Paris France" "Hotel Mademoiselle" 48.8772493 2.3543043 8.6 853 15.5373134328358 21.7761194029851 9.9452736318408 0.960199004975124 0.691542288557214
"694" "7 Rue Du Bourg L abb 3rd arr 75003 Paris France" "Hotel Les Bains Paris" 48.863828 2.3519345 8.9 153 10.7714285714286 18.8857142857143 6.4 0.971428571428571 0.628571428571429
"695" "7 rue du G n ral de Larminat 15th arr 75015 Paris France" "Hotel Ares Eiffel" 48.8503276 2.2982022 8.8 667 14.1745283018868 21.8396226415094 7.0377358490566 0.971698113207547 0.683962264150943
"696" "7 Rue Magellan 8th arr 75008 Paris France" "Francois 1er" 48.8701887 2.2997281 8.7 603 11.9558823529412 14.2867647058824 7 0.977941176470588 0.735294117647059
"697" "7 Rue Paul Albert 18th arr 75018 Paris France" "H tel Montmartre Mon Amour" 48.886687 2.3449332 8.1 494 17.952380952381 20.7777777777778 8.15873015873016 0.936507936507937 0.793650793650794
"698" "7 Rue Rennequin 17th arr 75017 Paris France" "Hotel Monceau Wagram" 48.8808779 2.2989756 7.9 772 24.1545454545455 21.1090909090909 11.1909090909091 0.945454545454545 0.790909090909091
"699" "7 Western Gateway Royal Victoria Dock Newham London E16 1AA United Kingdom" "Novotel London Excel" 51.5077198 0.0229805 8.5 1158 17.7613240418118 15.2595818815331 4.98780487804878 0.923344947735192 0.764808362369338
"700" "70 avenue des Champs Elysees 8th arr 75008 Paris France" "Paris Marriott Champs Elysees Hotel" 48.8711365 2.3050482 7.9 372 17.0531914893617 10.0425531914894 6.1063829787234 0.829787234042553 0.861702127659574
"701" "71 79 Southwark Street Southwark London SE1 0JA United Kingdom" "Mercure London Bridge" 51.5052587 -0.099176 8.5 947 18.1908212560386 16.9178743961353 5.63285024154589 0.92512077294686 0.729468599033816
"702" "71 Rue de Charonne 11th arr 75011 Paris France" "H tel Exquis by Elegancia" 48.8536854 2.3805796 8.9 920 14.343949044586 23.1974522292994 9.31210191082802 0.974522292993631 0.694267515923567
"703" "71 Vincent Square Westminster Borough London SW1P 2PA United Kingdom" "Grange Wellington Hotel" 51.4944319 -0.1363756 8.8 1268 17.4789719626168 17.5771028037383 7.79205607476636 0.953271028037383 0.728971962616822
"704" "74 rue Amelot 11th arr 75011 Paris France" "Les Jardins Du Marais" 48.8605219 2.3680239 8.1 838 28.8910256410256 20.9935897435897 6.94871794871795 0.923076923076923 0.717948717948718
"705" "75 Gower Street Camden London WC1E 6HJ United Kingdom" "Hotel Cavendish" 51.5220522 -0.132414 6.4 2275 27.945652173913 13.2054347826087 4.86630434782609 0.889130434782609 0.878260869565217
"706" "78 82 Westbourne Terrace Westminster Borough London W2 6QA United Kingdom" "Park Grand London Hyde Park" 51.5157316 -0.1802179 7.5 1891 23.962148962149 15.96336996337 5.61782661782662 0.903540903540904 0.851037851037851
"707" "78 84 Sussex Gardens Westminster Borough London W2 1UH United Kingdom" "Shaftesbury Metropolis London Hyde Park" 51.5166887 -0.1706147 7.7 2867 20.6420091324201 14.8474885844749 5.74063926940639 0.884018264840183 0.815525114155251
"708" "78 Bis Avenue Marceau 8th arr 75008 Paris France" "Radisson Blu Champs Elys es Paris" 48.8719212 2.2971404 7.4 576 14.5197368421053 10.75 7.83552631578947 0.875 0.796052631578947
"709" "78 Rue Blomet 15th arr 75015 Paris France" "Hotel Eiffel Blomet" 48.8416787 2.3022862 9.4 79 7.8 38.2666666666667 2.93333333333333 1 0.466666666666667
"710" "79 81 avenue du Maine 14th arr 75014 Paris France" "Holiday Inn Paris Gare Montparnasse" 48.8382916 2.3230188 7.5 3228 20.0060422960725 12.8006042296073 6.19033232628399 0.879154078549849 0.776435045317221
"711" "79 rue Saint Dominique 7th arr 75007 Paris France" "H tel Thoumieux" 48.8595985 2.3088076 8.9 127 13.7297297297297 39.1081081081081 6.89189189189189 1 0.621621621621622
"712" "8 10 Queensberry Place Kensington and Chelsea London SW7 2EA United Kingdom" "The Exhibitionist Hotel" 51.4947754 -0.177789 8.4 1708 21.3606965174129 19.2450248756219 6.04353233830846 0.931592039800995 0.774875621890547
"713" "8 10 Rue F licien David 16th arr 75016 Paris France" "Auteuil Tour Eiffel" 48.8506499 2.2750873 7.5 1266 20.7091836734694 16.9336734693878 6.63775510204082 0.892857142857143 0.785714285714286
"714" "8 12 Manchester Street Westminster Borough London W1U 4DG United Kingdom" "Ten Manchester Street Hotel" 51.5188 -0.153839 8.8 478 15.0366972477064 17.3256880733945 10.3669724770642 0.954128440366973 0.692660550458716
"715" "8 14 Talbot Sq Paddington Westminster Borough London W2 1TS United Kingdom" "Mercure London Hyde Park" 51.5151149 -0.1743857 8.6 527 20.9909502262443 22.5384615384615 8.02262443438914 0.950226244343891 0.81447963800905
"716" "8 18 London Bridge St Southwark London SE1 9SG United Kingdom" "London Bridge Hotel" 51.5052188 -0.088166 8.7 311 14 13.8622754491018 5.19161676646707 0.952095808383233 0.694610778443114
"717" "8 Avenue Rapp 7th arr 75007 Paris France" "Derby Alma" 48.8605031 2.3006606 8.9 509 13.9 23.0071428571429 7.98571428571429 0.935714285714286 0.578571428571429
"718" "8 Balderton Street Brown Hart Gardens Westminster Borough London W1K 6TF United Kingdom" "The Beaumont Hotel" 51.513055 -0.152257 9.4 334 10.2416666666667 18.1666666666667 8.26666666666667 0.966666666666667 0.591666666666667
"719" "8 bis Avenue de la Soeur Rosalie 13th arr 75013 Paris France" "Mercure Paris Gobelins Place d Italie" 48.8321231 2.3536172 7.6 199 12 13.25 9 0.875 0.708333333333333
"720" "8 Boulevard Beaumarchais 11th arr 75011 Paris France" "H tel Original Paris" 48.8546989 2.3691899 8.9 148 11 24.7 12.3 1 0.6
"721" "8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom" "Club Quarters Hotel Trafalgar Square" 51.506935 -0.126012 8.5 2494 15.8666666666667 17.4222222222222 8.08677248677249 0.933333333333333 0.723809523809524
"722" "8 Northumberland Avenue Westminster Borough London WC2N 5BY United Kingdom" "The Grand at Trafalgar Square" 51.506935 -0.126012 8.3 1592 17.3683492496589 14.2578444747613 6.97817189631651 0.946793997271487 0.742155525238745
"723" "8 Pembridge Garden Kensington and Chelsea London W2 4DU United Kingdom" "The Laslett" 51.5095259 -0.1967234 8.9 623 19.912 19.588 6.28 0.944 0.704
"724" "8 Place Marguerite de Navarre 1st arr 75001 Paris France" "Novotel Paris Les Halles" 48.8607299 2.3465326 8.4 2398 19.8087954110899 18.244741873805 5.62141491395793 0.921606118546845 0.747609942638623
"725" "8 Rue Cambon 1st arr 75001 Paris France" "Melia Paris Vendome" 48.8668228 2.3257729 8.4 307 13.2156862745098 17.0980392156863 7.98039215686275 0.92156862745098 0.705882352941177
"726" "8 rue Chambiges 8th arr 75008 Paris France" "Chambiges Elys es" 48.8668048 2.3039465 8.9 858 10.1761658031088 18.1450777202073 6.52331606217617 0.94300518134715 0.642487046632124
"727" "8 rue d Anjou 8th arr 75008 Paris France" "MARQUIS Faubourg St Honor Relais Ch teaux" 48.8698184 2.3208729 8.6 51 44.6923076923077 27.6923076923077 18.9230769230769 0.923076923076923 0.615384615384615
"728" "8 Rue De Bellechasse 7th arr 75007 Paris France" "H tel Le Bellechasse Saint Germain" 48.8597024 2.3239701 8.7 307 11.1549295774648 20.9718309859155 7.14084507042254 0.915492957746479 0.605633802816901
"729" "8 rue de Verneuil 7th arr 75007 Paris France" "Hotel Verneuil Saint Germain" 48.8573706 2.3314669 8.7 165 13.5066666666667 15.4933333333333 5.09333333333333 0.933333333333333 0.653333333333333
"730" "8 rue Fr d ric Bastiat 8th arr 75008 Paris France" "Hotel Daniel Paris" 48.8728492 2.3073663 8.8 43 21.25 15.3333333333333 5.41666666666667 1 0.833333333333333
"731" "8 Rue Francois 1Er 8th arr 75008 Paris France" "Residence Du Roy" 48.8657687 2.3090386 8.4 970 15.0225225225225 18.3063063063063 9.15315315315315 0.968468468468468 0.675675675675676
"732" "8 Rue Jean Goujon 8th arr 75008 Paris France" "La Maison Champs Elys es" 48.866676 2.3089908 8.8 372 12.3670886075949 16.7215189873418 5.83544303797468 0.962025316455696 0.746835443037975
"733" "8 rue Laferriere 9th arr 75009 Paris France" "H tel Arvor Saint Georges" 48.8785454 2.3384866 8.7 493 15.3490566037736 24.0094339622642 9.52830188679245 0.971698113207547 0.669811320754717
"734" "80 86 Belgrave Road Westminster Borough London SW1V 2BJ United Kingdom" "The Belgrave Hotel" 51.4901051 -0.1381355 8.6 2685 15.5548589341693 19.042842215256 6.91431556948798 0.960292580982236 0.732497387669801
"735" "81 103 Euston Street Camden London NW1 2EZ United Kingdom" "TheWesley" 51.5265353 -0.1361682 8 2347 21.2515666965085 15.9615040286482 6.87018800358102 0.935541629364369 0.791405550581916
"736" "81 boulevard Gouvion Saint Cyr 17th arr 75017 Paris France" "Le M ridien Etoile" 48.8794646 2.2849548 8 579 14.4945054945055 9.9010989010989 6.43956043956044 0.846153846153846 0.879120879120879
"737" "81 Great Eastern Street Islington London EC2A 3HU United Kingdom" "The Hoxton Shoreditch" 51.5255136 -0.082927 9 1732 15.9234167893962 18.1561119293078 5.8159057437408 0.939617083946981 0.690721649484536
"738" "81 Jermyn Street Westminster Borough London SW1Y 6JF United Kingdom" "The Cavendish London" 51.5077459 -0.1378733 8.8 1039 14.9879807692308 16.7908653846154 5.20673076923077 0.930288461538462 0.730769230769231
"739" "82 Dalston Lane Hackney London E8 3AH United Kingdom" "Avo Hotel" 51.5460628 -0.0700817 8.1 276 15.8614457831325 19.5 4.74698795180723 0.94578313253012 0.662650602409639
"740" "82 Gloucester Place Westminster Borough London W1U 6HN United Kingdom" "Hotel 82 London" 51.5195857 -0.1584803 7.5 1733 29.6151685393258 17.625 8.71348314606742 0.915730337078652 0.846910112359551
"741" "83 avenue Kl ber 16th arr 75016 Paris France" "La Clef Tour Eiffel" 48.8647019 2.2886425 9 1258 12.9301587301587 18.8285714285714 8.60634920634921 0.949206349206349 0.66984126984127
"742" "84 King Street Hammersmith and Fulham London W6 0QW United Kingdom" "Best Western Plus Seraphine Hammersmith Hotel" 51.4926269 -0.2288598 7.8 1717 19.207267833109 14.092866756393 6.09690444145357 0.899057873485868 0.837146702557201
"743" "85 87 RUE DES ARCHIVES 3rd arr 75003 Paris France" "La Chambre du Marais" 48.8636168 2.3607998 9.4 301 10.1477272727273 21.9659090909091 9.98863636363636 0.977272727272727 0.579545454545455
"744" "85 Rue De Bercy 12th arr 75012 Paris France" "Novotel Paris Centre Bercy" 48.8384558 2.3805885 8.3 1330 18.2923976608187 16.7017543859649 5.60818713450292 0.906432748538012 0.818713450292398
"745" "86 88 Clerkenwell Road Islington London EC1M 5RJ United Kingdom" "The Zetter Hotel" 51.522672 -0.1036841 8.9 394 14.9039548022599 21.7514124293785 7.14689265536723 0.949152542372881 0.677966101694915
"746" "86 Park Lane Westminster Borough London W1K 7TN United Kingdom" "Grosvenor House Suites by Jumeirah Living" 51.509841 -0.1552193 8.7 303 15.5 11.24 11.05 0.93 0.79
"747" "86 Quai D Austerlitz 13th arr 75013 Paris France" "Hotel OFF Paris Seine" 48.8427364 2.3672171 8.4 683 30.8227848101266 24.4177215189873 8.43037974683544 0.911392405063291 0.873417721518987
"748" "86 Rue Saint Denis 1st arr 75001 Paris France" "Snob Hotel by Elegancia" 48.8622723 2.3495707 9 246 19.2333333333333 26.4833333333333 6.7 0.966666666666667 0.716666666666667
"749" "88 Bis Avenue Kl ber 16th arr 75016 Paris France" "Sofitel Paris Baltimore Tour Eiffel" 48.8663089 2.289609 8.3 420 25.8048780487805 13.9105691056911 5.83739837398374 0.926829268292683 0.813008130081301
"750" "88 Holland Road Kensington and Chelsea London W14 8BN United Kingdom" "88 Studios" 51.4992789 -0.2090733 8.4 955 23.9368191721133 21.4640522875817 7.42701525054466 0.923747276688453 0.788671023965142
"751" "88 Queens Gate Kensington and Chelsea London SW7 5AB United Kingdom" "Adria Boutique Hotel" 51.4933372 -0.1788931 8.8 478 19.7792207792208 19.9134199134199 7.75324675324675 0.952380952380952 0.748917748917749
"752" "88 rue du Faubourg Poissoni re 10th arr 75010 Paris France" "Best Western Premier Faubourg 88" 48.8776756 2.3493159 8.4 728 16.0335195530726 23.3463687150838 5.40782122905028 0.966480446927374 0.715083798882682
"753" "9 11 rue Balzac 8th arr 75008 Paris France" "Hotel De Vigny" 48.8738672 2.3005894 7.5 368 19.5079365079365 13.8412698412698 10.7936507936508 0.952380952380952 0.746031746031746
"754" "9 11 Sydney Street Kensington and Chelsea London SW3 6PU United Kingdom" "Sydney House Chelsea" 51.4910062 -0.1717691 8.7 585 15.2286821705426 17.6007751937984 7.72093023255814 0.961240310077519 0.693798449612403
"755" "9 13 Bloomsbury Street Nr Covent Garden Camden London WC1B 3QD United Kingdom" "Radisson Blu Edwardian Bloomsbury Street" 51.517608 -0.1276253 8.6 1641 20.2584650112867 15.7144469525959 4.84875846501129 0.919864559819413 0.7686230248307
"756" "9 Carrefour de l Od on 6th arr 75006 Paris France" "H tel Le Relais Saint Germain" 48.8519208 2.338878 9.3 107 10.5 25.825 4.525 0.975 0.575
"757" "9 Knaresborough Place Kensington and Chelsea London SW5 0TP United Kingdom" "Hotel Moonlight" 51.4940285 -0.1910497 9 617 12.3649122807018 26.1298245614035 11.9052631578947 0.978947368421053 0.670175438596491
"758" "9 Place Boulnois 17th arr 75017 Paris France" "Villa Alessandra" 48.8794223 2.2957628 7.3 290 19.8846153846154 11.6538461538462 7.38461538461539 0.961538461538462 0.769230769230769
"759" "9 Rue de Constantinople 8th arr 75008 Paris France" "Ibis Styles Paris Gare Saint Lazare" 48.8796596 2.3209155 7.7 113 36.2857142857143 12.4285714285714 3.35714285714286 1 0.785714285714286
"760" "9 rue de la Michodi re 2nd arr 75002 Paris France" "Golden Tulip Opera de Noailles" 48.8696173 2.3346428 8.6 823 12.0324675324675 20.2207792207792 9.86363636363636 0.941558441558442 0.668831168831169
"761" "9 Rue De Li ge 9th arr 75009 Paris France" "Best Western Premier Op ra Li ge" 48.8795947 2.3280695 8.7 641 16.6356589147287 19.2325581395349 5.70542635658915 0.961240310077519 0.643410852713178
"762" "9 Rue de Washington 8th arr 75008 Paris France" "H tel Cristal Champs Elys es" 48.8726814 2.3020866 8.3 604 7.39370078740157 11.2834645669291 9.48031496062992 0.952755905511811 0.724409448818898
"763" "9 Rue du Sommerard 5th arr 75005 Paris France" "Best Western Le Jardin de Cluny" 48.8497553 2.3467616 8.5 516 12.7166666666667 18.7333333333333 7.19166666666667 0.95 0.608333333333333
"764" "9 rue frochot 9th arr 75009 Paris France" "Le Pigalle Hotel" 48.8816073 2.3371648 9 171 16.1904761904762 24.547619047619 5.61904761904762 0.928571428571429 0.619047619047619
"765" "9 rue Git le Coeur 6th arr 75006 Paris France" "Relais H tel du Vieux Paris" 48.8538608 2.3429487 8.9 464 12.3141025641026 30.6089743589744 8.46794871794872 0.974358974358974 0.576923076923077
"766" "9 rue Gr goire de Tours 6th arr 75006 Paris France" "Victoire Germain" 48.853299 2.337993 9.3 214 12.811320754717 28.9622641509434 10.8490566037736 0.962264150943396 0.584905660377358
"767" "9 Rue Littr 6th arr 75006 Paris France" "Le Littr " 48.8454447 2.3242814 8.6 304 15.2954545454545 20.0227272727273 9.68181818181818 0.909090909090909 0.795454545454545
"768" "9 Rue Sainte Beuve 6th arr 75006 Paris France" "Hotel Le Sainte Beuve" 48.8438998 2.3294858 8.9 143 9.08163265306122 17.0408163265306 8.08163265306122 0.959183673469388 0.510204081632653
"769" "9 Villa de Saxe 7th arr 75007 Paris France" "Hotel Villa Saxe Eiffel" 48.849758 2.3095213 8.9 346 15.4875 23.775 4.9625 0.975 0.725
"770" "90 92 Lancaster Gate Westminster Borough London W2 3NR United Kingdom" "Thistle Hyde Park" 51.5112451 -0.1808938 7.8 617 21.2374581939799 16.1070234113712 4.70903010033445 0.909698996655518 0.82943143812709
"771" "92 rue de Vaugirard 6th arr 75006 Paris France" "Holiday Inn Paris Saint Germain des Pr s" 48.846837 2.3258066 8.1 1407 17.4145299145299 16.9358974358974 6.37179487179487 0.897435897435897 0.705128205128205
"772" "92 Rue Du Cherche Midi 6th arr 75006 Paris France" "Hotel Spa La Belle Juliette" 48.8474426 2.3223783 8.9 303 16.7183098591549 23.7042253521127 6.8169014084507 0.929577464788732 0.647887323943662
"773" "92 Rue La Boetie 8th arr 75008 Paris France" "Rochester Champs Elysees" 48.8724945 2.3091549 8.5 570 15.3288590604027 13.3758389261745 6.50335570469799 0.859060402684564 0.751677852348993
"774" "92 Southampton Row Camden London WC1B 4BH United Kingdom" "DoubleTree by Hilton London West End" 51.5201065 -0.1221393 8.3 1774 17.6166306695464 14.8142548596112 4.13930885529158 0.924406047516199 0.759179265658747
"775" "93 Rue de Lille 7th arr 75007 Paris France" "Hotel d Orsay Esprit de France" 48.8603599 2.3230778 9.1 741 10.4739336492891 25.2227488151659 8.23222748815166 0.966824644549763 0.606635071090047
"776" "95 Rue de Richelieu 2nd arr 75002 Paris France" "Mercure Paris Opera Louvre" 48.8710895 2.3393461 8.1 511 27.5425531914894 19.0106382978723 4.29787234042553 0.914893617021277 0.829787234042553
"777" "97 avenue des Ternes 17th arr 75017 Paris France" "La Villa des Ternes" 48.8803479 2.2858242 8.6 937 10.8194444444444 18.7361111111111 8.0625 0.972222222222222 0.666666666666667
"778" "97 Cromwell Road Kensington and Chelsea London SW7 4DN United Kingdom" "Holiday Inn London Kensington Forum" 51.4942305 -0.1851141 7.8 3867 19.5026631158455 13.878828229028 5.45073235685752 0.905459387483356 0.81624500665779
"779" "97 Great Russell Street Bloomsbury Camden London WC1B 3LB United Kingdom" "Radisson Blu Edwardian Kenilworth" 51.5179725 -0.1280495 8.2 2011 23.4150743099788 15.6645435244161 6.26963906581741 0.925690021231423 0.822717622080679
"780" "97 rue La Bo tie 8th arr 75008 Paris France" "H tel Monna Lisa Champs Elys es" 48.874853 2.3245798 8.7 418 13.4782608695652 20.7282608695652 6.32608695652174 0.934782608695652 0.739130434782609
"781" "97 rue Lauriston 16th arr 75016 Paris France" "H tel Waldorf Trocad ro" 48.8672694 2.2878666 8.5 338 13.6351351351351 17.2162162162162 10.972972972973 0.959459459459459 0.662162162162162
"782" "98 Avenue d Italie 13th arr 75013 Paris France" "Best Western Amiral Hotel" 48.8252307 2.3569005 7.5 1173 20.7647058823529 18.0672268907563 7.42016806722689 0.899159663865546 0.848739495798319
"783" "98 Rue De Clery 2nd arr 75002 Paris France" "Hotel Les Th tres" 48.8694768 2.3515065 8.2 738 17.9512195121951 21.9918699186992 10.2682926829268 0.934959349593496 0.715447154471545
"784" "99 Bis Rue De Rome 17th arr 75017 Paris France" "Mercure Paris 17 me Saint Lazare Monceau" 48.8837472 2.3186342 7.9 103 9.94736842105263 12.2631578947368 3.26315789473684 0.947368421052632 0.684210526315789
"785" "Albany Street London NW1 3UP United Kingdom" "Melia White House Hotel" 51.5298597 -0.1444623 8.3 1871 17.9893292682927 15.0381097560976 5.67073170731707 0.911585365853659 0.803353658536585
"786" "Albert Cuypstraat 2 6 Oud Zuid 1072 CT Amsterdam Netherlands" "Sir Albert Hotel" 52.3544507 4.8875036 8.8 1068 17.6179104477612 24.3164179104478 8.23880597014925 0.955223880597015 0.704477611940298
"787" "Aldwych Westminster Borough London WC2B 4DD United Kingdom" "The Waldorf Hilton" 51.5131979 -0.1174504 8.4 1479 23.37375 15.0125 4.22875 0.90875 0.805
"788" "Aletta Jacobslaan 7 Slotervaart 1066 BP Amsterdam Netherlands" "Corendon Vitality Hotel Amsterdam" 52.3466449 4.8310984 8.4 4410 20.3921360255048 19.9787460148778 4.91073326248672 0.925611052072264 0.79489904357067
"789" "Althanstra e 5 09 Alsergrund 1090 Vienna Austria" "Hotel Bellevue Wien" 48.2264063 16.3600628 8.1 388 25.0444444444444 19.6666666666667 8.64444444444444 0.933333333333333 0.866666666666667
"790" "Alzaia Naviglio Grande 8 Navigli 20144 Milan Italy" "Maison Borella" 45.4521067 9.1758135 9.1 777 12.5 29.4769230769231 7.59230769230769 0.946153846153846 0.553846153846154
"791" "Am Heumarkt 35 37 03 Landstra e 1030 Vienna Austria" "Hotel Am Konzerthaus Vienna MGallery by Sofitel" 48.1996129 16.3773546 8.6 1307 14.0695652173913 18.3 10.7173913043478 0.917391304347826 0.708695652173913
"792" "Am Hof 2 01 Innere Stadt 1010 Vienna Austria" "Park Hyatt Vienna" 48.2105243 16.3683592 9.3 532 18.054347826087 15.1630434782609 12.4782608695652 0.967391304347826 0.728260869565217
